film_id,setting_type,fictional_world_present,real_location_reference,setting_importance_score,time_period,geographical_scope,weather_motif_present,dominant_color_tone,technological_level,societal_structure,environmental_condition
196,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
197,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
198,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
199,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
200,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
201,Urban,TRUE,TRUE,0.95,Future,Local,TRUE,Desaturated,Futuristic,Dystopia,Destroyed
202,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
203,Urban,TRUE,FALSE,0.95,Future,Global,FALSE,Vibrant,Futuristic,Dystopia,Destroyed
204,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Warm,Primitive,Monarchy,Idealized
205,Historical,FALSE,TRUE,0.9,Past,National,FALSE,Cold,Primitive,Empire,Intact
206,Rural,FALSE,TRUE,0.85,Present,Local,FALSE,Warm,Modern,Democracy,Idealized
207,Urban,TRUE,TRUE,0.9,Present,Local,FALSE,Warm,Modern,Democracy,Intact
208,FantasyWorld,TRUE,FALSE,0.9,Past,Global,TRUE,Natural,Primitive,Tribal,Intact
209,FantasyWorld,TRUE,FALSE,0.95,Future,Global,TRUE,HighContrast,Futuristic,Dystopia,Destroyed
210,Maritime,TRUE,FALSE,0.9,Past,Global,TRUE,Natural,Modern,Tribal,Intact
211,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
212,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
213,Underwater,TRUE,FALSE,0.9,Past,Global,TRUE,Vibrant,Primitive,Monarchy,Intact
214,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
215,Urban,TRUE,TRUE,0.85,Present,Local,FALSE,Vibrant,Modern,Democracy,Intact
216,Urban,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Corporate,Intact
217,Urban,TRUE,TRUE,0.85,Present,Global,FALSE,Vibrant,Modern,Corporate,Intact
218,Rural,TRUE,TRUE,0.9,Past,Global,TRUE,Natural,Modern,Democracy,Intact
219,FantasyWorld,TRUE,FALSE,0.9,Past,Global,FALSE,Vibrant,Primitive,Tribal,Intact
220,Urban,TRUE,TRUE,0.85,Present,Local,FALSE,Warm,Modern,Democracy,Intact
221,Urban,FALSE,TRUE,0.9,Future,Global,TRUE,Cold,Modern,Democracy,Destroyed
222,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Warm,Primitive,Monarchy,Intact
223,Rural,TRUE,FALSE,0.9,Past,National,TRUE,Natural,Primitive,Tribal,Intact
224,Space,TRUE,TRUE,0.9,Present,Interplanetary,FALSE,HighContrast,Modern,Democracy,Destroyed
225,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
226,Space,TRUE,FALSE,0.95,Future,Interplanetary,TRUE,HighContrast,Futuristic,Empire,Destroyed
227,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Vibrant,Primitive,Empire,Intact
228,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Cold,Modern,Democracy,Intact
229,Urban,TRUE,TRUE,0.85,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
230,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
231,Mixed,TRUE,TRUE,0.9,Mixed,Global,FALSE,HighContrast,Futuristic,Dystopia,Destroyed
232,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Warm,Primitive,Monarchy,Idealized
233,Historical,TRUE,TRUE,0.9,Past,National,FALSE,Cold,Modern,Empire,Intact
234,Rural,FALSE,TRUE,0.9,Past,National,TRUE,Cold,Primitive,Unknown,Intact
235,Urban,TRUE,FALSE,0.95,Future,Global,TRUE,Desaturated,Futuristic,Corporate,Polluted
236,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Destroyed
237,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,Vibrant,Futuristic,Corporate,Intact
238,Underwater,TRUE,TRUE,0.9,Present,Global,TRUE,Cold,Modern,Democracy,Intact
239,Urban,TRUE,TRUE,0.9,Present,Global,TRUE,Cold,Modern,Democracy,Destroyed
240,Historical,FALSE,TRUE,0.9,Past,National,TRUE,Cold,Modern,Empire,Destroyed
241,Urban,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Corporate,Intact
242,Maritime,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Monarchy,Intact
243,Urban,TRUE,TRUE,0.9,Present,Global,TRUE,Vibrant,Modern,Democracy,Polluted
244,Underwater,TRUE,TRUE,0.9,Present,Global,TRUE,Vibrant,Modern,Corporate,Polluted
245,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,HighContrast,Futuristic,Democracy,Intact
246,FantasyWorld,TRUE,FALSE,0.95,Past,National,TRUE,Natural,Primitive,Tribal,Intact
247,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Vibrant,Primitive,Empire,Intact
248,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
249,Urban,TRUE,TRUE,0.9,Present,Local,FALSE,Warm,Modern,Democracy,Intact
250,Space,TRUE,TRUE,0.95,Future,Interplanetary,TRUE,Cold,Futuristic,Democracy,Destroyed
251,Urban,FALSE,TRUE,0.8,Present,National,FALSE,Warm,Modern,Democracy,Intact
252,Historical,FALSE,TRUE,0.9,Past,National,TRUE,Cold,Modern,Empire,Destroyed
253,Urban,TRUE,TRUE,0.95,Future,Global,FALSE,Desaturated,Futuristic,Dystopia,Destroyed
254,Urban,TRUE,FALSE,0.85,Present,Local,TRUE,Cold,Modern,Democracy,Idealized
255,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Cold,Primitive,Empire,Intact
256,Mixed,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
257,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,HighContrast,Modern,Corporate,Polluted
258,Urban,FALSE,TRUE,0.85,Present,Local,FALSE,Warm,Modern,Democracy,Intact
259,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Warm,Primitive,Monarchy,Idealized
260,Urban,TRUE,TRUE,0.85,Present,Local,FALSE,HighContrast,Modern,Democracy,Polluted
261,Rural,FALSE,TRUE,0.9,Present,National,TRUE,Natural,Modern,Democracy,Destroyed
262,Historical,TRUE,TRUE,0.9,Past,National,FALSE,Cold,Modern,Empire,Intact
263,Maritime,FALSE,TRUE,0.9,Present,Local,TRUE,Natural,Modern,Democracy,Intact
264,Urban,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Corporate,Intact
265,FantasyWorld,TRUE,FALSE,0.95,Past,National,TRUE,Natural,Primitive,Tribal,Intact
266,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,HighContrast,Primitive,Empire,Intact
267,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
