film_id,main_theme,has_major_twist,has_open_ending,moral_dilemma_present,narrative_complexity,based_on_true_story,narrative_type,perspective_type,ending_type,stakes_level,tone,timeline_period
160,other,TRUE,FALSE,TRUE,0.95,FALSE,nonlinear,unreliable,ambiguous,high,dark,contemporary
161,justice,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
162,family,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
163,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,contemporary
164,love,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,cliffhanger,high,balanced,future
165,power,TRUE,FALSE,TRUE,0.70,FALSE,linear,multiple,cliffhanger,high,balanced,historical
166,freedom,TRUE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,medium,balanced,historical
167,friendship,FALSE,FALSE,TRUE,0.55,FALSE,linear,multiple,closed,medium,balanced,contemporary
168,survival,FALSE,FALSE,TRUE,0.70,FALSE,linear,first_person,closed,high,balanced,future
169,family,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,prehistoric
170,friendship,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,future
171,sacrifice,FALSE,FALSE,TRUE,0.80,FALSE,linear,first_person,closed,high,dark,future
172,sacrifice,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,fantasy
173,sacrifice,TRUE,FALSE,TRUE,0.90,FALSE,nonlinear,multiple,ambiguous,high,balanced,future
174,sacrifice,FALSE,FALSE,TRUE,0.75,FALSE,linear,multiple,cliffhanger,high,balanced,fantasy
175,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
176,coming_of_age,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,historical
177,freedom,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
178,family,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
179,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
180,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,high,balanced,contemporary
181,ambition,FALSE,FALSE,TRUE,0.55,TRUE,linear,multiple,closed,high,balanced,contemporary
182,passion,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,medium,balanced,historical
183,redemption,TRUE,FALSE,TRUE,0.65,FALSE,linear,first_person,closed,high,balanced,contemporary
184,teamwork,FALSE,FALSE,TRUE,0.55,FALSE,linear,multiple,closed,medium,light,contemporary
185,sacrifice,FALSE,FALSE,TRUE,0.85,TRUE,linear,third_omniscient,closed,high,dark,historical
186,power,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
187,faith,TRUE,FALSE,TRUE,0.85,FALSE,nonlinear,first_person,ambiguous,high,balanced,contemporary
188,survival,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
189,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
190,family,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
191,sacrifice,FALSE,FALSE,TRUE,0.80,FALSE,linear,first_person,closed,high,dark,contemporary
192,survival,FALSE,FALSE,TRUE,0.75,FALSE,linear,multiple,closed,high,balanced,future
193,survival,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,dark,contemporary
194,war,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
195,family,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
196,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
197,revenge,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,dark,contemporary
198,sacrifice,FALSE,FALSE,TRUE,0.85,FALSE,linear,multiple,cliffhanger,high,balanced,contemporary
199,friendship,FALSE,FALSE,FALSE,0.50,FALSE,linear,multiple,closed,medium,light,contemporary
200,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,multiple,closed,medium,light,contemporary
201,survival,FALSE,FALSE,TRUE,0.75,FALSE,linear,first_person,closed,high,dark,future
202,justice,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
203,freedom,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,balanced,future
204,love,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,fantasy
205,justice,TRUE,FALSE,TRUE,0.85,FALSE,nonlinear,multiple,ambiguous,high,dark,historical
206,love,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
207,friendship,FALSE,FALSE,FALSE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
208,family,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,prehistoric
209,war,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
210,survival,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
211,love,FALSE,FALSE,TRUE,0.45,FALSE,linear,first_person,closed,medium,light,contemporary
212,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,medium,light,contemporary
213,love,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,fantasy
214,sacrifice,FALSE,TRUE,TRUE,0.80,FALSE,linear,multiple,cliffhanger,high,balanced,contemporary
215,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
216,friendship,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,contemporary
217,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
218,sacrifice,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,balanced,historical
219,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
220,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
221,survival,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,dark,future
222,freedom,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,fantasy
223,freedom,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,historical
224,sacrifice,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,contemporary
225,revenge,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
226,sacrifice,TRUE,TRUE,TRUE,0.80,FALSE,linear,multiple,cliffhanger,high,balanced,future
227,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
228,war,FALSE,FALSE,TRUE,0.80,TRUE,linear,first_person,closed,high,dark,historical
229,family,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
230,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,medium,light,contemporary
231,power,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,future
232,love,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,historical
233,justice,TRUE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,historical
234,survival,FALSE,FALSE,TRUE,0.85,TRUE,linear,first_person,closed,high,dark,historical
235,freedom,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,balanced,future
236,survival,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,dark,contemporary
237,friendship,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
238,survival,FALSE,FALSE,FALSE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
239,war,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,contemporary
240,sacrifice,FALSE,FALSE,TRUE,0.80,TRUE,nonlinear,multiple,closed,high,balanced,historical
241,family,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
242,family,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
243,freedom,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
244,love,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
245,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,cliffhanger,high,balanced,future
246,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
247,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
248,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
249,love,TRUE,FALSE,TRUE,0.70,FALSE,nonlinear,unreliable,closed,medium,balanced,contemporary
250,survival,FALSE,FALSE,TRUE,0.80,FALSE,linear,multiple,cliffhanger,high,balanced,future
251,family,FALSE,FALSE,TRUE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
252,war,FALSE,FALSE,TRUE,0.70,TRUE,linear,multiple,closed,high,dark,historical
253,sacrifice,TRUE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,dark,contemporary
254,friendship,FALSE,FALSE,TRUE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
255,sacrifice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,fantasy
256,friendship,TRUE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
257,justice,TRUE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,dark,contemporary
258,love,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
259,freedom,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,historical
260,friendship,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
261,survival,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
262,justice,TRUE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
263,survival,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,dark,contemporary
264,friendship,TRUE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
265,friendship,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,fantasy
266,freedom,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,high,balanced,historical
