film_id,slang_intensity,accent_comedy_used,accent_region,cultural_humor_type,language_switching,cultural_instrument_usage,translation_difficulty_score,choreographic_dance_present
70,0.1,FALSE,,situational,FALSE,TRUE,0.2,FALSE
71,0.3,TRUE,,slapstick,TRUE,FALSE,0.6,TRUE
72,0.1,FALSE,British,other,FALSE,FALSE,0.1,FALSE
73,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
74,0.2,TRUE,Spanish,wordplay,TRUE,FALSE,0.5,TRUE
75,0.1,FALSE,British,other,FALSE,FALSE,0.1,FALSE
76,0.1,FALSE,,situational,FALSE,TRUE,0.2,FALSE
77,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
78,0.2,FALSE,,situational,FALSE,FALSE,0.2,TRUE
79,0.1,FALSE,,situational,TRUE,TRUE,0.3,TRUE
80,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
81,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
82,0.1,FALSE,British,other,FALSE,FALSE,0.1,TRUE
83,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
84,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
85,0.1,FALSE,,other,FALSE,TRUE,0.2,TRUE
86,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
87,0.1,FALSE,British,other,FALSE,FALSE,0.1,FALSE
88,0.1,FALSE,,other,FALSE,FALSE,0.1,FALSE
89,0.2,FALSE,,absurd,FALSE,FALSE,0.4,TRUE
90,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
91,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
92,0.2,FALSE,,situational,TRUE,TRUE,0.5,TRUE
93,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
94,0.3,FALSE,,absurd,FALSE,FALSE,0.4,FALSE
95,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
96,0.2,FALSE,,absurd,FALSE,FALSE,0.4,TRUE
97,0.3,FALSE,,situational,FALSE,FALSE,0.6,FALSE
98,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
99,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
100,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
101,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
102,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
103,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
104,0.1,FALSE,British,situational,FALSE,FALSE,0.2,FALSE
105,0.2,FALSE,,other,TRUE,TRUE,0.4,FALSE
106,0.1,FALSE,,political,TRUE,TRUE,0.4,FALSE
107,0.2,TRUE,Scottish,wordplay,FALSE,FALSE,0.4,TRUE
108,0.0,FALSE,,other,FALSE,FALSE,0.1,FALSE
109,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
110,0.2,FALSE,Mexican,romantic,TRUE,TRUE,0.5,TRUE
111,0.1,FALSE,,situational,FALSE,TRUE,0.2,FALSE
112,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
113,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
114,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
115,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
116,0.6,TRUE,Canadian,wordplay,FALSE,FALSE,0.7,FALSE
117,0.1,FALSE,British,situational,FALSE,FALSE,0.2,FALSE
118,0.7,TRUE,Canadian,wordplay,FALSE,FALSE,0.7,FALSE
119,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
120,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
121,0.3,FALSE,,absurd,FALSE,FALSE,0.4,TRUE
122,0.1,FALSE,French,other,TRUE,FALSE,0.4,FALSE
123,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
124,0.2,FALSE,,absurd,FALSE,FALSE,0.4,TRUE
125,0.3,FALSE,,situational,TRUE,FALSE,0.4,FALSE
126,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
127,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
128,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
129,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
130,0.2,TRUE,Scottish,wordplay,FALSE,FALSE,0.4,TRUE
131,0.1,FALSE,,romantic,FALSE,FALSE,0.3,TRUE
132,0.3,FALSE,,satirical,FALSE,FALSE,0.4,FALSE
133,0.2,FALSE,,situational,FALSE,FALSE,0.3,FALSE
134,0.2,TRUE,Italian,slapstick,TRUE,FALSE,0.5,TRUE
135,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
136,0.2,FALSE,,other,TRUE,TRUE,0.5,FALSE
137,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
138,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
139,0.1,FALSE,,romantic,TRUE,TRUE,0.4,TRUE
140,0.1,FALSE,,romantic,FALSE,TRUE,0.3,TRUE
141,0.3,FALSE,,situational,TRUE,FALSE,0.4,FALSE
142,0.1,FALSE,,other,TRUE,TRUE,0.3,FALSE
143,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
144,0.3,FALSE,,situational,TRUE,FALSE,0.4,FALSE
145,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
146,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
147,0.2,FALSE,,situational,FALSE,FALSE,0.2,FALSE
148,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
149,0.2,FALSE,,other,FALSE,FALSE,0.3,FALSE
150,0.1,FALSE,,situational,TRUE,TRUE,0.3,TRUE
151,0.4,FALSE,,wordplay,TRUE,FALSE,0.6,FALSE
152,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
153,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
154,0.0,FALSE,,other,TRUE,FALSE,0.1,FALSE
155,0.1,FALSE,,situational,TRUE,TRUE,0.4,TRUE
156,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
157,0.2,FALSE,American South,situational,TRUE,FALSE,0.3,FALSE
158,0.1,FALSE,,political,FALSE,FALSE,0.3,FALSE
159,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
160,0.0,FALSE,,other,FALSE,FALSE,0.1,FALSE
161,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
162,0.2,FALSE,,slapstick,FALSE,TRUE,0.3,FALSE
163,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
164,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
165,0.1,FALSE,British,situational,TRUE,FALSE,0.3,FALSE
166,0.2,FALSE,,wordplay,FALSE,TRUE,0.3,FALSE
167,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
168,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
169,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
170,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
171,0.1,FALSE,,political,FALSE,FALSE,0.3,FALSE
172,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
173,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
174,,,,,,,,
175,,,,,,,,
176,0.2,FALSE,,wordplay,FALSE,TRUE,0.5,TRUE
177,0.2,FALSE,,slapstick,FALSE,TRUE,0.3,FALSE
178,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
179,0.2,FALSE,,situational,FALSE,TRUE,0.4,TRUE
180,0.3,FALSE,,situational,TRUE,TRUE,0.4,FALSE
181,,,,,,,,
182,0.1,FALSE,French,wordplay,TRUE,TRUE,0.4,FALSE
183,0.5,FALSE,,situational,FALSE,FALSE,0.5,FALSE
184,0.2,FALSE,,situational,FALSE,FALSE,0.3,FALSE
185,0.0,FALSE,,other,TRUE,TRUE,0.5,FALSE
186,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
187,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
188,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
189,,,,,,,,
190,0.1,FALSE,,situational,FALSE,TRUE,0.3,TRUE
191,0.3,FALSE,,other,TRUE,FALSE,0.4,FALSE
192,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
193,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
194,0.1,FALSE,British,situational,FALSE,FALSE,0.2,FALSE
195,0.2,FALSE,,slapstick,FALSE,TRUE,0.4,TRUE
196,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
197,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
198,,,,,,,,
199,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
200,0.6,TRUE,Chinese,wordplay,TRUE,FALSE,0.6,FALSE
201,0.2,FALSE,,other,FALSE,FALSE,0.2,FALSE
202,0.2,FALSE,,wordplay,TRUE,FALSE,0.3,FALSE
203,0.2,FALSE,,wordplay,TRUE,FALSE,0.4,FALSE
204,0.1,FALSE,,situational,FALSE,TRUE,0.3,TRUE
205,0.1,FALSE,,satirical,FALSE,TRUE,0.6,FALSE
206,0.1,FALSE,,romantic,TRUE,TRUE,0.3,TRUE
207,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
208,0.2,FALSE,,slapstick,FALSE,TRUE,0.3,FALSE
209,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
210,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
211,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
212,0.2,FALSE,,wordplay,TRUE,FALSE,0.5,FALSE
213,0.1,FALSE,,romantic,FALSE,TRUE,0.4,TRUE
214,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
215,0.1,TRUE,European,slapstick,FALSE,FALSE,0.3,FALSE
216,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
217,0.1,TRUE,British,situational,TRUE,FALSE,0.3,FALSE
218,0.1,FALSE,,situational,TRUE,TRUE,0.3,TRUE
219,0.2,FALSE,,slapstick,FALSE,TRUE,0.4,TRUE
220,0.7,FALSE,,wordplay,FALSE,FALSE,0.7,FALSE
221,0.0,FALSE,,other,TRUE,FALSE,0.2,FALSE
222,0.1,TRUE,Spanish,wordplay,TRUE,TRUE,0.4,TRUE
223,0.2,TRUE,Scottish,situational,FALSE,TRUE,0.4,TRUE
224,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
225,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
226,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
227,0.1,FALSE,,slapstick,FALSE,TRUE,0.3,FALSE
228,0.0,FALSE,,political,TRUE,FALSE,0.3,FALSE
229,0.2,TRUE,Eastern European,slapstick,FALSE,FALSE,0.5,FALSE
230,0.2,FALSE,,wordplay,TRUE,FALSE,0.6,FALSE
231,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
232,0.0,FALSE,,romantic,FALSE,TRUE,0.3,TRUE
233,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
234,0.0,FALSE,,other,TRUE,TRUE,0.4,FALSE
235,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
236,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
237,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
238,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
239,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
240,0.0,FALSE,,other,TRUE,FALSE,0.2,FALSE
241,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
242,0.2,TRUE,Eastern European,slapstick,FALSE,FALSE,0.4,TRUE
243,0.5,TRUE,American South,wordplay,FALSE,FALSE,0.6,FALSE
244,0.2,FALSE,,slapstick,TRUE,TRUE,0.5,FALSE
245,,,,,,,,
246,0.1,FALSE,,romantic,FALSE,TRUE,0.3,TRUE
247,0.1,FALSE,,slapstick,FALSE,TRUE,0.3,FALSE
248,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
249,0.0,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
250,0.1,FALSE,,situational,TRUE,FALSE,0.4,FALSE
251,0.4,FALSE,,wordplay,FALSE,FALSE,0.5,FALSE
252,0.1,FALSE,,political,FALSE,TRUE,0.4,FALSE
253,0.2,FALSE,,other,FALSE,FALSE,0.2,FALSE
254,0.1,FALSE,,wordplay,FALSE,FALSE,0.3,FALSE
255,0.1,FALSE,,other,FALSE,TRUE,0.5,FALSE
256,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
257,0.3,FALSE,,other,TRUE,FALSE,0.6,FALSE
258,0.1,FALSE,,romantic,FALSE,FALSE,0.3,TRUE
259,0.1,FALSE,,wordplay,TRUE,TRUE,0.5,TRUE
260,0.2,FALSE,,situational,FALSE,FALSE,0.3,FALSE
261,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
262,0.1,FALSE,British,wordplay,TRUE,FALSE,0.3,FALSE
263,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
264,0.2,FALSE,,wordplay,FALSE,FALSE,0.4,FALSE
265,0.1,FALSE,,situational,FALSE,TRUE,0.3,TRUE
266,0.1,FALSE,,other,FALSE,TRUE,0.3,FALSE
267,0.1,FALSE,,political,FALSE,TRUE,0.4,FALSE
268,0.2,FALSE,,slapstick,TRUE,TRUE,0.4,TRUE
269,0.2,TRUE,Scottish,wordplay,FALSE,FALSE,0.4,TRUE
270,0.1,FALSE,French,other,TRUE,FALSE,0.4,FALSE
271,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
272,0.2,FALSE,,wordplay,FALSE,FALSE,0.3,FALSE
273,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
274,0.1,FALSE,,romantic,FALSE,TRUE,0.3,FALSE
275,0.2,FALSE,,slapstick,TRUE,TRUE,0.4,TRUE
276,0.3,FALSE,,wordplay,FALSE,FALSE,0.4,FALSE
277,0.0,FALSE,,political,TRUE,FALSE,0.3,FALSE
278,0.3,FALSE,,situational,FALSE,FALSE,0.3,FALSE
279,0.2,FALSE,,romantic,TRUE,TRUE,0.4,FALSE
280,0.1,FALSE,French,other,FALSE,TRUE,0.4,FALSE
281,0.3,FALSE,,wordplay,FALSE,FALSE,0.4,FALSE
282,0.2,TRUE,Spanish,wordplay,FALSE,TRUE,0.5,TRUE
283,0.1,FALSE,,other,FALSE,TRUE,0.3,FALSE
284,0.1,FALSE,,situational,TRUE,FALSE,0.3,TRUE
285,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
286,0.2,FALSE,,situational,FALSE,FALSE,0.3,FALSE
287,0.1,FALSE,,wordplay,FALSE,FALSE,0.4,TRUE
288,0.2,TRUE,Eastern European,slapstick,FALSE,FALSE,0.4,TRUE
289,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
290,0.2,FALSE,,situational,FALSE,FALSE,0.3,FALSE
291,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
292,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
293,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
294,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
295,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
296,0.2,FALSE,,wordplay,FALSE,FALSE,0.5,TRUE
297,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
298,0.1,FALSE,,other,FALSE,FALSE,0.3,FALSE
299,0.6,FALSE,,wordplay,FALSE,FALSE,0.6,FALSE
300,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
301,0.2,TRUE,American South,wordplay,FALSE,TRUE,0.4,FALSE
302,0.0,FALSE,,other,FALSE,TRUE,0.2,FALSE
303,0.3,FALSE,,absurd,FALSE,FALSE,0.6,FALSE
304,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
305,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
306,0.1,FALSE,French,other,TRUE,FALSE,0.3,FALSE
307,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
308,0.1,FALSE,Japanese,other,TRUE,TRUE,0.3,FALSE
309,,,,,,,,
310,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
311,0.2,FALSE,,absurd,FALSE,FALSE,0.4,TRUE
312,0.0,FALSE,,other,FALSE,TRUE,0.2,FALSE
313,0.1,FALSE,,satirical,FALSE,FALSE,0.4,FALSE
314,0.3,FALSE,,wordplay,FALSE,FALSE,0.5,FALSE
315,0.3,FALSE,American South,dark_humor,TRUE,FALSE,0.5,FALSE
316,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
317,0.0,FALSE,Japanese,other,TRUE,TRUE,0.3,FALSE
318,0.1,FALSE,,romantic,FALSE,TRUE,0.3,FALSE
319,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
320,0.2,FALSE,,wordplay,FALSE,FALSE,0.3,FALSE
321,0.0,FALSE,,other,FALSE,TRUE,0.4,FALSE
322,0.1,FALSE,,other,FALSE,FALSE,0.3,FALSE
323,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
324,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,TRUE
325,0.2,FALSE,,wordplay,TRUE,FALSE,0.4,FALSE
326,0.2,TRUE,Scottish,wordplay,FALSE,FALSE,0.5,FALSE
327,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
328,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
329,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
330,0.1,FALSE,,romantic,FALSE,TRUE,0.3,TRUE
331,0.0,FALSE,,other,TRUE,TRUE,0.4,FALSE
332,0.1,FALSE,,romantic,FALSE,FALSE,0.3,FALSE
333,0.1,FALSE,French,romantic,TRUE,TRUE,0.5,TRUE
334,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
335,0.2,FALSE,,wordplay,FALSE,FALSE,0.4,FALSE
336,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
337,0.1,FALSE,,romantic,FALSE,FALSE,0.3,FALSE
338,0.2,FALSE,Chinese,situational,TRUE,TRUE,0.4,FALSE
339,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
340,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
341,0.1,FALSE,British,other,FALSE,FALSE,0.3,FALSE
342,0.2,FALSE,,situational,FALSE,FALSE,0.4,TRUE
343,0.0,FALSE,,other,TRUE,TRUE,0.3,FALSE
344,0.0,FALSE,,other,TRUE,FALSE,0.3,FALSE
345,0.1,FALSE,,romantic,FALSE,FALSE,0.3,TRUE
346,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
347,0.0,FALSE,,other,FALSE,FALSE,0.2,TRUE
348,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
349,0.2,FALSE,,situational,FALSE,FALSE,0.4,FALSE
350,0.5,FALSE,,wordplay,FALSE,TRUE,0.5,FALSE
351,0.1,FALSE,,other,TRUE,TRUE,0.3,FALSE
352,0.2,FALSE,,wordplay,FALSE,FALSE,0.5,FALSE
353,0.1,FALSE,,wordplay,TRUE,TRUE,0.3,FALSE
354,0.1,FALSE,British,other,FALSE,TRUE,0.3,FALSE
355,0.1,FALSE,British,other,FALSE,TRUE,0.3,FALSE
356,0.1,FALSE,Japanese,situational,TRUE,TRUE,0.3,FALSE
357,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
358,0.5,FALSE,,wordplay,FALSE,FALSE,0.6,FALSE
359,,,,,,,,
360,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
361,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
362,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
363,0.1,FALSE,,romantic,FALSE,FALSE,0.2,TRUE
364,0.1,FALSE,,other,TRUE,TRUE,0.3,FALSE
365,0.2,TRUE,British,wordplay,FALSE,FALSE,0.5,FALSE
366,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
367,0.1,FALSE,British,situational,TRUE,FALSE,0.3,FALSE
368,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
369,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
370,0.1,FALSE,Chinese,other,TRUE,TRUE,0.4,FALSE
371,0.2,TRUE,British,wordplay,FALSE,FALSE,0.5,FALSE
372,0.2,FALSE,,wordplay,FALSE,FALSE,0.3,TRUE
373,0.2,FALSE,,wordplay,FALSE,FALSE,0.3,FALSE
374,0.0,FALSE,,other,TRUE,FALSE,0.2,FALSE
375,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
376,0.1,FALSE,,wordplay,TRUE,FALSE,0.3,FALSE
377,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
378,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
379,0.1,FALSE,,other,TRUE,TRUE,0.4,TRUE
380,0.1,FALSE,,other,FALSE,TRUE,0.3,FALSE
381,0.5,FALSE,,wordplay,TRUE,FALSE,0.5,FALSE
382,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
383,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
384,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
385,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
386,0.1,FALSE,,romantic,FALSE,FALSE,0.3,TRUE
387,0.0,FALSE,Japanese,other,FALSE,TRUE,0.3,FALSE
388,0.3,FALSE,,romantic,FALSE,FALSE,0.4,TRUE
389,0.1,FALSE,,other,TRUE,TRUE,0.3,FALSE
390,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
391,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
392,0.1,FALSE,American South,romantic,FALSE,TRUE,0.4,TRUE
393,0.1,FALSE,British,other,FALSE,TRUE,0.3,FALSE
394,0.8,FALSE,,wordplay,FALSE,FALSE,0.8,FALSE
395,0.2,FALSE,,wordplay,FALSE,FALSE,0.3,TRUE
396,0.1,FALSE,,other,TRUE,TRUE,0.3,FALSE
397,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
398,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
399,0.2,FALSE,,wordplay,FALSE,TRUE,0.4,TRUE
400,0.1,FALSE,,romantic,FALSE,TRUE,0.4,TRUE
401,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
402,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
403,0.2,TRUE,Indian,romantic,TRUE,TRUE,0.6,TRUE
404,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
405,0.2,TRUE,American South,wordplay,FALSE,TRUE,0.4,FALSE
