film_id,family_friendly_score,violence_intensity,sexual_content_present,sexual_content_intensity,language_intensity,substance_use_present,frightening_scenes_intensity,age_recommendation,age_rating_source
142,0.4,0.8,FALSE,0.0,0.3,FALSE,0.6,15+,BBFC
143,0.6,0.7,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
144,0.4,0.7,FALSE,0.0,0.5,TRUE,0.4,13+,MPAA
145,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,12+,BBFC
146,0.6,0.6,FALSE,0.0,0.3,FALSE,0.4,12+,BBFC
147,0.5,0.7,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
148,0.4,0.5,TRUE,0.4,0.3,FALSE,0.3,13+,MPAA
149,0.1,0.9,FALSE,0.0,0.6,TRUE,0.9,18+,MPAA
150,0.5,0.7,FALSE,0.0,0.3,TRUE,0.4,13+,MPAA
151,0.85,0.4,FALSE,0.0,0.2,FALSE,0.5,7+,MPAA
152,0.5,0.7,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
153,0.5,0.3,TRUE,0.3,0.2,FALSE,0.3,13+,MPAA
154,0.5,0.4,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
155,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
156,0.4,0.4,TRUE,0.6,0.3,TRUE,0.6,13+,MPAA
157,0.5,0.5,TRUE,0.3,0.6,TRUE,0.4,13+,MPAA
158,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
159,0.6,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
160,0.5,0.3,FALSE,0.0,0.2,FALSE,0.8,13+,MPAA
161,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
162,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
163,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
164,0.7,0.4,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
165,0.5,0.5,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
166,0.5,0.6,FALSE,0.0,0.3,TRUE,0.5,12+,BBFC
167,0.6,0.5,FALSE,0.0,0.3,FALSE,0.4,12+,BBFC
168,0.6,0.4,FALSE,0.0,0.6,FALSE,0.4,13+,MPAA
169,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
170,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
171,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
172,0.6,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
173,0.6,0.4,FALSE,0.0,0.2,FALSE,0.6,12+,BBFC
174,,,,,,,,,
175,,,,,,,,,
176,0.9,0.2,FALSE,0.0,0.2,FALSE,0.2,All,MPAA
177,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
178,0.9,0.4,FALSE,0.0,0.2,FALSE,0.4,All,MPAA
179,0.9,0.2,FALSE,0.0,0.2,FALSE,0.2,All,MPAA
180,0.5,0.7,FALSE,0.0,0.4,TRUE,0.5,13+,MPAA
181,,,,,,,,,
182,0.95,0.1,FALSE,0.0,0.1,TRUE,0.1,All,MPAA
183,0.5,0.6,TRUE,0.3,0.6,TRUE,0.4,13+,MPAA
184,0.6,0.5,FALSE,0.0,0.3,FALSE,0.4,13+,MPAA
185,0.1,0.95,FALSE,0.0,0.2,FALSE,0.95,18+,MPAA
186,0.6,0.6,TRUE,0.2,0.4,TRUE,0.4,13+,MPAA
187,0.8,0.3,FALSE,0.0,0.1,FALSE,0.5,7+,MPAA
188,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
189,,,,,,,,,
190,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
191,0.2,0.9,TRUE,0.2,0.9,TRUE,0.8,18+,MPAA
192,0.6,0.5,FALSE,0.0,0.2,FALSE,0.5,12+,IMDb
193,0.5,0.7,FALSE,0.0,0.3,FALSE,0.7,13+,MPAA
194,0.4,0.6,FALSE,0.0,0.5,FALSE,0.5,13+,MPAA
195,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
196,0.4,0.7,FALSE,0.0,0.6,TRUE,0.5,13+,MPAA
197,0.4,0.7,FALSE,0.0,0.5,TRUE,0.5,13+,MPAA
198,,,,,,,,,
199,0.6,0.5,FALSE,0.0,0.3,FALSE,0.4,12+,BBFC
200,0.1,0.4,TRUE,0.8,0.9,TRUE,0.2,18+,MPAA
201,0.4,0.7,FALSE,0.0,0.4,FALSE,0.7,13+,MPAA
202,0.6,0.6,TRUE,0.2,0.4,TRUE,0.4,13+,MPAA
203,0.7,0.5,FALSE,0.0,0.3,FALSE,0.4,12+,BBFC
204,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
205,0.4,0.6,FALSE,0.0,0.3,TRUE,0.4,15+,IMDb
206,0.7,0.1,TRUE,0.3,0.2,TRUE,0.1,12+,BBFC
207,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
208,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
209,0.4,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
210,0.5,0.7,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
211,0.1,0.1,TRUE,0.9,0.4,TRUE,0.1,18+,MPAA
212,0.6,0.3,FALSE,0.0,0.3,TRUE,0.2,13+,IMDb
213,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,7+,MPAA
214,0.5,0.7,FALSE,0.0,0.4,TRUE,0.5,13+,MPAA
215,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
216,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
217,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
218,0.4,0.7,FALSE,0.0,0.2,TRUE,0.6,12+,BBFC
219,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
220,0.1,0.3,TRUE,0.8,0.9,TRUE,0.2,18+,MPAA
221,0.5,0.5,FALSE,0.0,0.2,FALSE,0.5,12+,BBFC
222,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
223,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
224,0.4,0.7,TRUE,0.3,0.4,TRUE,0.6,13+,MPAA
225,0.5,0.6,TRUE,0.3,0.5,TRUE,0.4,13+,MPAA
226,0.6,0.5,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
227,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
228,0.3,0.8,FALSE,0.0,0.6,TRUE,0.6,16+,MPAA
229,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
230,0.6,0.4,FALSE,0.0,0.3,TRUE,0.3,13+,IMDb
231,0.5,0.7,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
232,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
233,0.5,0.6,FALSE,0.0,0.3,TRUE,0.4,13+,MPAA
234,0.2,0.9,FALSE,0.0,0.5,TRUE,0.8,16+,MPAA
235,0.95,0.1,FALSE,0.0,0.1,FALSE,0.1,All,MPAA
236,0.4,0.8,FALSE,0.0,0.3,FALSE,0.8,15+,MPAA
237,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
238,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,12+,BBFC
239,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,12+,BBFC
240,0.4,0.8,FALSE,0.0,0.2,FALSE,0.6,12+,BBFC
241,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
242,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
243,0.9,0.2,FALSE,0.0,0.2,FALSE,0.2,All,MPAA
244,0.7,0.3,TRUE,0.2,0.3,TRUE,0.3,12+,BBFC
245,,,,,,,,,
246,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
247,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
248,0.6,0.5,FALSE,0.0,0.3,FALSE,0.4,13+,MPAA
249,0.3,0.2,TRUE,0.5,0.3,TRUE,0.4,13+,MPAA
250,0.6,0.6,FALSE,0.0,0.3,FALSE,0.5,12+,IMDb
251,0.4,0.2,TRUE,0.6,0.5,TRUE,0.1,13+,MPAA
252,0.4,0.9,FALSE,0.0,0.2,FALSE,0.7,15+,IMDb
253,0.3,0.9,FALSE,0.0,0.6,TRUE,0.7,16+,MPAA
254,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
255,0.5,0.8,FALSE,0.0,0.3,FALSE,0.8,15+,BBFC
256,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
257,0.4,0.5,FALSE,0.0,0.4,TRUE,0.4,15+,IMDb
258,0.6,0.1,TRUE,0.3,0.3,TRUE,0.1,12+,BBFC
259,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
260,0.4,0.7,FALSE,0.0,0.6,TRUE,0.5,15+,MPAA
261,0.6,0.5,FALSE,0.0,0.2,FALSE,0.6,12+,BBFC
262,0.5,0.6,FALSE,0.0,0.3,TRUE,0.4,13+,MPAA
263,0.4,0.6,FALSE,0.0,0.2,FALSE,0.9,13+,MPAA
264,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
265,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
266,0.6,0.6,FALSE,0.0,0.2,FALSE,0.6,12+,BBFC
267,0.4,0.9,FALSE,0.0,0.3,FALSE,0.8,15+,BBFC
268,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
269,0.9,0.3,FALSE,0.0,0.2,FALSE,0.3,All,MPAA
270,0.5,0.3,TRUE,0.3,0.3,TRUE,0.2,13+,MPAA
271,0.8,0.3,FALSE,0.0,0.2,FALSE,0.3,7+,MPAA
272,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,7+,MPAA
273,0.4,0.7,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
274,0.8,0.4,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
275,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
276,0.4,0.6,TRUE,0.4,0.4,TRUE,0.4,13+,MPAA
277,0.2,0.95,FALSE,0.0,0.3,TRUE,0.9,16+,MPAA
278,0.6,0.5,FALSE,0.0,0.3,FALSE,0.5,12+,BBFC
279,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
280,0.6,0.1,TRUE,0.3,0.3,TRUE,0.1,13+,MPAA
281,0.7,0.1,FALSE,0.0,0.4,TRUE,0.1,12+,BBFC
282,0.9,0.3,FALSE,0.0,0.2,FALSE,0.3,All,MPAA
283,0.3,0.8,TRUE,0.5,0.3,TRUE,0.6,15+,MPAA
284,0.6,0.5,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
285,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
286,0.6,0.5,FALSE,0.0,0.3,FALSE,0.4,13+,MPAA
287,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
288,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
289,0.5,0.7,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
290,0.3,0.8,FALSE,0.0,0.6,TRUE,0.5,15+,MPAA
291,0.5,0.6,FALSE,0.0,0.3,TRUE,0.4,12+,BBFC
292,0.1,0.9,FALSE,0.0,0.4,TRUE,0.9,18+,MPAA
293,0.1,0.9,FALSE,0.0,0.6,TRUE,0.9,18+,MPAA
294,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
295,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
296,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
297,0.5,0.7,FALSE,0.0,0.4,TRUE,0.6,13+,MPAA
298,0.4,0.8,TRUE,0.5,0.5,TRUE,0.6,15+,MPAA
299,0.1,0.3,TRUE,0.8,0.9,TRUE,0.2,18+,MPAA
300,0.8,0.4,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
301,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
302,0.3,0.9,TRUE,0.3,0.5,TRUE,0.8,16+,MPAA
303,0.6,0.5,FALSE,0.0,0.3,FALSE,0.4,12+,IMDb
304,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
305,0.5,0.6,FALSE,0.0,0.3,TRUE,0.4,13+,MPAA
306,0.4,0.7,FALSE,0.0,0.5,TRUE,0.5,15+,MPAA
307,0.7,0.4,FALSE,0.0,0.2,TRUE,0.3,7+,MPAA
308,0.4,0.8,FALSE,0.0,0.3,TRUE,0.6,15+,MPAA
309,0.5,0.4,FALSE,0.0,0.3,TRUE,0.3,13+,IMDb
310,0.2,0.95,FALSE,0.0,0.4,TRUE,0.8,16+,MPAA
311,0.5,0.5,FALSE,0.0,0.3,TRUE,0.7,13+,MPAA
312,0.3,0.9,TRUE,0.4,0.3,TRUE,0.8,16+,MPAA
313,0.6,0.3,FALSE,0.0,0.4,TRUE,0.3,12+,IMDb
314,0.5,0.3,TRUE,0.3,0.4,TRUE,0.2,13+,MPAA
315,0.2,0.9,TRUE,0.7,0.8,TRUE,0.6,18+,MPAA
316,0.6,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
317,0.4,0.7,TRUE,0.4,0.3,TRUE,0.6,13+,MPAA
318,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
319,0.1,0.95,FALSE,0.0,0.8,TRUE,0.8,18+,MPAA
320,0.9,0.3,FALSE,0.0,0.2,FALSE,0.2,All,MPAA
321,0.6,0.4,FALSE,0.0,0.3,TRUE,0.3,12+,IMDb
322,0.4,0.4,TRUE,0.3,0.5,TRUE,0.4,15+,IMDb
323,0.5,0.6,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
324,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
325,0.6,0.5,FALSE,0.0,0.3,FALSE,0.4,12+,BBFC
326,0.8,0.2,TRUE,0.2,0.2,TRUE,0.1,7+,MPAA
327,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
328,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,12+,BBFC
329,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
330,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
331,0.4,0.8,FALSE,0.0,0.3,FALSE,0.7,15+,IMDb
332,0.3,0.2,TRUE,0.6,0.4,TRUE,0.2,15+,MPAA
333,0.3,0.5,TRUE,0.4,0.5,TRUE,0.4,13+,MPAA
334,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
335,0.9,0.3,FALSE,0.0,0.2,FALSE,0.3,7+,MPAA
336,0.4,0.8,FALSE,0.0,0.5,TRUE,0.6,15+,MPAA
337,0.4,0.2,TRUE,0.5,0.3,TRUE,0.1,13+,MPAA
338,0.6,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
339,0.5,0.7,FALSE,0.0,0.4,TRUE,0.6,13+,MPAA
340,0.5,0.6,TRUE,0.3,0.4,TRUE,0.5,13+,MPAA
341,0.8,0.2,FALSE,0.0,0.3,TRUE,0.1,12+,BBFC
342,0.7,0.3,FALSE,0.0,0.3,TRUE,0.2,12+,IMDb
343,0.4,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
344,0.05,0.9,FALSE,0.0,0.4,TRUE,1.0,18+,MPAA
345,0.7,0.3,TRUE,0.3,0.2,TRUE,0.2,7+,MPAA
346,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,12+,BBFC
347,0.4,0.8,TRUE,0.4,0.5,TRUE,0.6,15+,MPAA
348,0.6,0.3,FALSE,0.0,0.3,TRUE,0.4,12+,BBFC
349,0.5,0.4,FALSE,0.0,0.3,TRUE,0.3,13+,IMDb
350,0.3,0.7,TRUE,0.4,0.7,TRUE,0.5,16+,MPAA
351,0.5,0.6,TRUE,0.3,0.3,TRUE,0.5,13+,MPAA
352,0.8,0.3,FALSE,0.0,0.2,TRUE,0.2,7+,IMDb
